game_id,game_name,game_web,platform,wii,ps3,xbox360,critic_score,critic_score1,critic_score2,critic_score3,wii_score,ps3_score,xbox360_score,Check
939490,NBA 08,/ps3/939490-nba-08,ps3,0,1,0,63,63,,,,63,,1
939509,Emergency Mayhem,/wii/939509-emergency-mayhem,wii,1,0,0,40,40,,,40,,,1
939512,Tony Hawk's Proving Ground,/xbox360/939512-tony-hawks-proving-ground,xbox360,1,1,1,72,72,73,57,57,73,72,1
939524,Spider-Man: Friend or Foe,/wii/939524-spider-man-friend-or-foe,wii,1,0,0,59,59,60,,59,,60,1
939528,Bomberman Live,/xbox360/939528-bomberman-live,xbox360,0,0,1,84,84,,,,,84,1
939534,Midnight Club: Los Angeles,/ps3/939534-midnight-club-los-angeles,ps3,0,1,0,82,82,81,,,82,81,1
939538,Go! Puzzle,/ps3/939538-go-puzzle,ps3,0,1,0,62,62,,,,62,,1
939539,SOCOM: U.S. Navy SEALs Confrontation,/ps3/939539-socom-us-navy-seals-confrontation,ps3,0,1,0,63,63,,,,63,,1
939541,PAIN,/ps3/939541-pain,ps3,0,1,0,71,71,,,,71,,1
939542,High Velocity Bowling,/ps3/939542-high-velocity-bowling,ps3,0,1,0,66,66,,,,66,,1
939562,Blazing Angels 2: Secret Missions of WWII,/ps3/939562-blazing-angels-2-secret-missions-of-wwii,ps3,0,1,0,70,70,72,,,70,72,1
939565,CSI: Crime Scene Investigation: Hard Evidence,/wii/939565-csi-crime-scene-investigation-hard-evidence,wii,1,0,0,49,49,48,,49,,48,1
939578,LEGO Star Wars: The Complete Saga,/wii/939578-lego-star-wars-the-complete-saga,wii,1,1,0,80,80,80,80,80,80,80,1
939597,NHL 2K8,/xbox360/939597-nhl-2k8,xbox360,0,1,1,71,71,74,,,74,71,1
939613,The Chronicles of Riddick: Assault on Dark Athena,/ps3/939613-the-chronicles-of-riddick-assault-on-dark-athena,ps3,0,1,0,80,80,82,,,80,82,1
939619,NHL 08,/ps3/939619-nhl-08,ps3,0,1,0,,,,,,86,85,1
939632,The Sims 2: Castaway,/wii/939632-the-sims-2-castaway,wii,1,0,0,73,73,,,73,,,1
939639,Thrillville: Off the Rails,/xbox360/939639-thrillville-off-the-rails,xbox360,1,0,1,73,73,70,,70,,73,1
939645,Dragon Ball Z: Budokai Tenkaichi 3,/wii/939645-dragon-ball-z-budokai-tenkaichi-3,wii,1,0,0,72,72,,,72,,,1
939646,Xevious,/xbox360/939646-xevious,xbox360,0,0,1,56,56,,,,,56,1
939662,My Word Coach,/wii/939662-my-word-coach,wii,1,0,0,68,68,,,68,,,1
939731,Geometry Wars: Galaxies,/wii/939731-geometry-wars-galaxies,wii,1,0,0,80,80,,,80,,,1
939739,Need for Speed ProStreet,/ps3/939739-need-for-speed-prostreet,ps3,1,1,0,,,,,61,73,72,1
939799,Mushroom Men: The Spore Wars,/wii/939799-mushroom-men-the-spore-wars,wii,1,0,0,72,72,,,72,,,1
939852,NBA 2K8,/xbox360/939852-nba-2k8,xbox360,0,1,1,81,81,81,,,81,81,1
939859,Code Lyoko: Quest for Infinity,/wii/939859-code-lyoko-quest-for-infinity,wii,1,0,0,58,58,,,58,,,1
939871,Pac-Man Championship Edition,/xbox360/939871-pac-man-championship-edition,xbox360,0,0,1,83,83,,,,,83,1
939932,Fallout 3,/ps3/939932-fallout-3,ps3,0,1,0,90,90,93,,,90,93,1
939986,America's Army: True Soldiers,/xbox360/939986-americas-army-true-soldiers,xbox360,0,0,1,43,43,,,43,,,1
939988,Speedball 2: Brutal Deluxe,/xbox360/939988-speedball-2-brutal-deluxe,xbox360,0,0,1,64,64,,,,,64,1
940007,Secret Files: Tunguska,/wii/940007-secret-files-tunguska,wii,1,0,0,65,65,,,65,,,1
940048,SoulCalibur IV,/xbox360/940048-soulcalibur-iv,xbox360,0,1,1,85,85,85,,,85,85,1
940049,Afro Samurai,/xbox360/940049-afro-samurai,xbox360,0,1,1,65,65,65,,,65,65,1
940050,Nucleus,/ps3/940050-nucleus,ps3,0,1,0,59,59,,,,59,,1
940560,Pro Evolution Soccer 2008,/xbox360/940560-pro-evolution-soccer-2008,xbox360,1,1,1,76,76,83,74,83,74,76,1
940567,Tomb Raider: Anniversary,/xbox360/940567-tomb-raider-anniversary,xbox360,1,0,1,77,73,77,,73,,77,1
941103,Gran Turismo 5,/ps3/941103-gran-turismo-5,ps3,0,1,0,84,84,,,,84,,1
941519,Real Heroes: Firefighter,/wii/941519-real-heroes-firefighter,wii,1,0,0,,,,,67,,,1
941527,Dragon Blade: Wrath of Fire,/wii/941527-dragon-blade-wrath-of-fire,wii,1,0,0,51,51,,,51,,,1
941592,Hooked! Real Motion Fishing,/wii/941592-hooked-real-motion-fishing,wii,1,0,0,34,34,,,34,,,1
941593,Pool Party,/wii/941593-pool-party,wii,1,0,0,32,32,,,32,,,1
941631,Robert Ludlum's The Bourne Conspiracy,/xbox360/941631-robert-ludlums-the-bourne-conspiracy,xbox360,0,1,1,71,71,70,,,70,71,1
941633,NCAA March Madness 08,/ps3/941633-ncaa-march-madness-08,ps3,0,1,0,,,,,,67,69,1
941641,Bee Movie Game,/xbox360/941641-bee-movie-game,xbox360,1,0,1,71,71,62,,62,,71,1
941650,College Hoops 2K8,/ps3/941650-college-hoops-2k8,ps3,0,1,0,82,82,81,,,82,81,1
941651,"Blast Works: Build, Trade, Destroy",/wii/941651-blast-works-build-trade-destroy,wii,1,0,0,78,78,,,78,,,1
941655,Soldier of Fortune: Payback,/ps3/941655-soldier-of-fortune-payback,ps3,0,1,0,50,50,50,,,50,50,1
941684,Sid Meier's Civilization Revolution,/xbox360/941684-sid-meiers-civilization-revolution,xbox360,1,1,1,84,,84,85,,85,84,1
941689,Cruis'n,/wii/941689-cruisn,wii,1,0,0,25,25,,,25,,,1
941690,Game Party,/wii/941690-game-party,wii,1,0,0,25,25,,,25,,,1
941699,The Legend of Spyro: The Eternal Night,/wii/941699-the-legend-of-spyro-the-eternal-night,wii,1,0,0,60,60,,,60,,,1
941762,Super Swing Golf Season 2,/wii/941762-super-swing-golf-season-2,wii,1,0,0,70,70,,,70,,,1
941823,Balls of Fury,/wii/941823-balls-of-fury,wii,1,0,0,19,19,,,19,,,1
941825,War World,/xbox360/941825-war-world,xbox360,0,0,1,45,45,,,,,45,1
941832,Arctic Tale,/wii/941832-arctic-tale,wii,1,0,0,41,41,,,41,,,1
941861,Jenga World Tour,/wii/941861-jenga-world-tour,wii,1,0,0,26,26,,,26,,,1
941873,Legendary,/xbox360/941873-legendary,xbox360,0,1,1,47,47,50,,,50,47,1
941882,Destroy All Humans! Path of the Furon,/xbox360/941882-destroy-all-humans-path-of-the-furon,xbox360,0,1,1,34,34,,,,,34,1
941937,PDC World Championship Darts 2008,/wii/941937-pdc-world-championship-darts-2008,wii,1,0,0,51,51,,,51,,43,1
941947,NFL Tour,/xbox360/941947-nfl-tour,xbox360,0,1,1,,,,,,45,49,1
941951,Mirror's Edge,/xbox360/941951-mirrors-edge,xbox360,0,1,1,,,,,,79,79,1
941954,MX vs. ATV Untamed,/ps3/941954-mx-vs-atv-untamed,ps3,1,1,0,67,67,70,70,70,67,70,1
941958,Commanders: Attack of the Genos,/xbox360/941958-commanders-attack-of-the-genos,xbox360,0,0,1,72,72,,,,,72,1
941960,Destroy All Humans! Big Willy Unleashed,/wii/941960-destroy-all-humans-big-willy-unleashed,wii,1,0,0,53,53,,,53,,,1
941965,Trauma Center: New Blood,/wii/941965-trauma-center-new-blood,wii,1,0,0,77,77,,,77,,,1
941969,F.E.A.R. Files,/xbox360/941969-fear-files,xbox360,0,0,1,66,66,,,,,66,1
941974,Boom Blox,/wii/941974-boom-blox,wii,1,0,0,,,,,85,,,1
941981,de Blob,/wii/941981-de-blob,wii,1,0,0,82,82,,,82,,,1
941990,Viva Pinata: Party Animals,/xbox360/941990-viva-pinata-party-animals,xbox360,0,0,1,56,56,,,,,56,1
941991,"Scene It? Lights, Camera, Action",/xbox360/941991-scene-it-lights-camera-action,xbox360,0,0,1,73,73,,,,,73,1
941992,Hexic 2,/xbox360/941992-hexic-2,xbox360,0,0,1,72,72,,,,,72,1
941993,Marathon: Durandal,/xbox360/941993-marathon-durandal,xbox360,0,0,1,62,62,,,,,62,1
941995,Buku Sudoku,/xbox360/941995-buku-sudoku,xbox360,1,0,1,60,,60,,,,60,1
941998,Word Puzzle,/xbox360/941998-word-puzzle,xbox360,0,0,1,43,43,,,,,43,1
942006,Darksiders,/xbox360/942006-darksiders,xbox360,0,1,1,83,83,82,,,82,83,1
942008,Mario Kart Wii,/wii/942008-mario-kart-wii,wii,1,0,0,82,82,,,82,,,1
942009,Wii Fit,/wii/942009-wii-fit,wii,1,0,0,80,80,,,80,,,1
942010,George of the Jungle and the Search for the Secret,/wii/942010-george-of-the-jungle-and-the-search-for-the-secret,wii,1,0,0,35,35,,,35,,,1
942012,Smarty Pants,/wii/942012-smarty-pants,wii,1,0,0,65,65,,,65,,,1
942015,Medal of Honor Heroes 2,/wii/942015-medal-of-honor-heroes-2,wii,1,0,0,,,,,73,,,1
942016,echochrome,/ps3/942016-echochrome,ps3,0,1,0,81,81,,,,81,,1
942025,inFamous,/ps3/942025-infamous,ps3,0,1,0,85,85,,,,85,,1
942026,Gran Turismo 5 Prologue,/ps3/942026-gran-turismo-5-prologue,ps3,0,1,0,80,80,,,,80,,1
942032,M&M's Kart Racing,/wii/942032-mms-kart-racing,wii,1,0,0,24,24,,,24,,,1
942037,Showtime Championship Boxing,/wii/942037-showtime-championship-boxing,wii,1,0,0,35,35,,,35,,,1
942038,Indianapolis 500 Legends,/wii/942038-indianapolis-500-legends,wii,1,0,0,47,47,,,47,,,1
942050,Rebel Raiders: Operation Nighthawk,/wii/942050-rebel-raiders-operation-nighthawk,wii,1,0,0,40,40,,,40,,,1
942051,Everyday Shooter,/ps3/942051-everyday-shooter,ps3,0,1,0,83,83,,,,83,,1
942052,Go! Sports Ski,/ps3/942052-go-sports-ski,ps3,0,1,0,27,27,,,,27,,1
942056,Dance Dance Revolution Universe 2,/xbox360/942056-dance-dance-revolution-universe-2,xbox360,0,0,1,65,65,,,,,65,1
942059,Silent Hill: Homecoming,/ps3/942059-silent-hill-homecoming,ps3,0,1,0,71,71,70,,,71,70,1
942063,Yamaha Supercross,/wii/942063-yamaha-supercross,wii,1,0,0,45,45,,,45,,,1
942072,Nitrobike,/wii/942072-nitrobike,wii,1,0,0,49,49,,,49,,,1
942088,Elefunk,/ps3/942088-elefunk,ps3,0,1,0,70,70,,,,70,,1
942122,The Chronicles of Narnia: Prince Caspian,/xbox360/942122-the-chronicles-of-narnia-prince-caspian,xbox360,1,1,1,56,56,63,56,63,56,56,1
942135,Poker Smash,/xbox360/942135-poker-smash,xbox360,0,0,1,81,81,,,,,81,1
942139,Disgaea 3: Absence of Justice,/ps3/942139-disgaea-3-absence-of-justice,ps3,0,1,0,78,78,,,,78,,1
942162,My Horse & Me,/wii/942162-my-horse-and-me,wii,1,0,0,49,49,,,49,,,1
942165,Valkyria Chronicles,/ps3/942165-valkyria-chronicles,ps3,0,1,0,86,86,,,,86,,1
942166,Noby Noby Boy,/ps3/942166-noby-noby-boy,ps3,0,1,0,75,75,,,,75,,1
942198,Bully: Scholarship Edition,/wii/942198-bully-scholarship-edition,wii,1,0,0,83,80,83,,83,,80,1
942201,Guilty Gear 2: Overture,/xbox360/942201-guilty-gear-2-overture,xbox360,0,0,1,56,56,,,,,56,1
942210,Tales of Symphonia: Dawn of the New World,/wii/942210-tales-of-symphonia-dawn-of-the-new-world,wii,1,1,0,68,68,,,68,,,1
942280,Beowulf: The Game,/ps3/942280-beowulf-the-game,ps3,0,1,0,51,51,51,,,51,51,1
942282,Metal Gear Online,/ps3/942282-metal-gear-online,ps3,0,1,0,81,81,,,,81,,1
942291,Lost: Via Domus,/xbox360/942291-lost-via-domus,xbox360,0,1,1,55,55,54,,,54,55,1
942347,Toy Home,/ps3/942347-toy-home,ps3,0,1,0,57,57,,,,57,,1
942350,Prototype,/ps3/942350-prototype,ps3,0,1,0,79,79,78,,,79,78,1
942420,LEGO Indiana Jones: The Original Adventures,/ps3/942420-lego-indiana-jones-the-original-adventures,ps3,1,1,0,77,77,78,77,78,77,77,1
942522,Ready 2 Rumble Revolution,/wii/942522-ready-2-rumble-revolution,wii,1,0,0,37,37,,,37,,,1
942613,Puzzle Quest: Galactrix,/xbox360/942613-puzzle-quest-galactrix,xbox360,0,1,1,76,76,72,,,72,76,1
942640,AMF Bowling Pinbusters!,/wii/942640-amf-bowling-pinbusters,wii,1,0,0,33,33,,,33,,,1
942650,Star Trek: Conquest,/wii/942650-star-trek-conquest,wii,1,0,0,49,49,,,49,,,1
942654,Dynasty Warriors 6,/xbox360/942654-dynasty-warriors-6,xbox360,0,1,1,60,60,59,,,59,60,1
942657,Rage,/xbox360/942657-rage,xbox360,0,1,1,81,81,81,,,81,81,1
942659,Quake Arena Arcade,/xbox360/942659-quake-arena-arcade,xbox360,0,0,1,69,69,,,,,69,1
942661,Ecco the Dolphin,/xbox360/942661-ecco-the-dolphin,xbox360,0,0,1,53,53,,,,,53,1
942686,MiniCopter: Adventure Flight,/wii/942686-minicopter-adventure-flight,wii,1,0,0,49,49,,,49,,,1
942716,Speed Racer,/wii/942716-speed-racer,wii,1,0,0,69,69,,,69,,,1
942721,Cooking Mama: World Kitchen,/wii/942721-cooking-mama-world-kitchen,wii,1,0,0,62,62,,,62,,,1
942723,The Spiderwick Chronicles,/xbox360/942723-the-spiderwick-chronicles,xbox360,1,0,1,59,59,62,,62,,59,1
942729,Piyotama,/ps3/942729-piyotama,ps3,0,1,0,70,70,,,,70,,1
942736,Sonic Riders: Zero Gravity,/wii/942736-sonic-riders-zero-gravity,wii,1,0,0,56,56,,,56,,,1
942739,Cabela's Big Game Hunter,/xbox360/942739-cabelas-big-game-hunter,xbox360,1,0,1,51,51,,,,,51,1
942745,The History Channel: Battle for the Pacific,/xbox360/942745-the-history-channel-battle-for-the-pacific,xbox360,1,1,1,35,35,33,36,,36,35,1
942777,Blazing Birds,/xbox360/942777-blazing-birds,xbox360,0,0,1,57,57,,,,,57,1
942778,The Dishwasher: Dead Samurai,/xbox360/942778-the-dishwasher-dead-samurai,xbox360,0,0,1,75,75,,,,,75,1
942780,Yo-Ho Kablammo,/xbox360/942780-yo-ho-kablammo,xbox360,0,0,1,55,55,,,,,55,1
942792,Ferrari Challenge Trofeo Pirelli,/wii/942792-ferrari-challenge-trofeo-pirelli,wii,1,1,0,,,,,65,71,,1
942807,Alvin and the Chipmunks,/wii/942807-alvin-and-the-chipmunks,wii,1,0,0,30,30,,,30,,,1
942810,Borderlands,/xbox360/942810-borderlands,xbox360,0,1,1,84,84,83,,,83,84,1
942853,Counter Force,/wii/942853-counter-force,wii,1,0,0,33,33,,,33,,,1
942874,Arkadian Warriors,/xbox360/942874-arkadian-warriors,xbox360,0,0,1,59,59,,,,,59,1
942883,Warhammer: Battle March,/xbox360/942883-warhammer-battle-march,xbox360,0,0,1,55,55,,,,,55,1
942889,Puppy Luv,/wii/942889-puppy-luv,wii,1,0,0,35,35,,,35,,,1
942898,Brothers in Arms: Double Time,/wii/942898-brothers-in-arms-double-time,wii,1,0,0,45,45,,,45,,,1
942901,Wet,/ps3/942901-wet,ps3,0,1,0,70,70,69,,,70,69,1
942926,Dancing with the Stars,/wii/942926-dancing-with-the-stars,wii,1,0,0,42,42,,,42,,,1
942937,Brave: A Warrior's Tale,/wii/942937-brave-a-warriors-tale,wii,1,0,0,48,48,42,,48,,42,1
942955,Mafia II,/xbox360/942955-mafia-ii,xbox360,0,1,1,74,74,75,,,75,74,1
942960,Viking: Battle for Asgard,/xbox360/942960-viking-battle-for-asgard,xbox360,0,1,1,68,68,65,,,65,68,1
942963,Velvet Assassin,/xbox360/942963-velvet-assassin,xbox360,0,0,1,56,56,,,,,56,1
942967,Cranium Kabookii,/wii/942967-cranium-kabookii,wii,1,0,0,64,64,,,64,,,1
942971,Buzz! Quiz TV,/ps3/942971-buzz-quiz-tv,ps3,0,1,0,80,80,,,,80,,1
942984,Backbreaker,/xbox360/942984-backbreaker,xbox360,0,1,1,54,54,58,,,58,54,1
943001,The Trials of Topoq,/ps3/943001-the-trials-of-topoq,ps3,0,1,0,62,62,,,,62,,1
943006,Penny Arcade Adventures: Episode One,/xbox360/943006-penny-arcade-adventures-episode-one,xbox360,0,1,1,76,76,75,,,75,76,1
943020,SBK Superbike World Championship,/xbox360/943020-sbk-superbike-world-championship,xbox360,0,1,1,63,63,59,,,59,63,1
943037,Castle of Shikigami III,/wii/943037-castle-of-shikigami-iii,wii,1,0,0,67,67,,,67,,,1
943048,Deca Sports,/wii/943048-deca-sports,wii,1,0,0,50,50,,,50,,,1
943086,LocoRoco Cocoreccho!,/ps3/943086-locoroco-cocoreccho,ps3,0,1,0,72,72,,,,72,,1
943088,Worms: A Space Oddity,/wii/943088-worms-a-space-oddity,wii,1,0,0,64,64,,,64,,,1
943117,Harvey Birdman: Attorney at Law,/wii/943117-harvey-birdman-attorney-at-law,wii,1,0,0,60,60,,,60,,,1
943135,Kidz Sports International Soccer,/wii/943135-kidz-sports-international-soccer,wii,1,0,0,10,10,,,10,,,1
943140,We Love Golf!,/wii/943140-we-love-golf,wii,1,0,0,75,75,,,75,,,1
943228,Muramasa: The Demon Blade,/wii/943228-muramasa-the-demon-blade,wii,1,0,0,81,81,,,81,,,1
943250,Shiren the Wanderer,/wii/943250-shiren-the-wanderer,wii,1,0,0,71,71,,,71,,,1
943270,Link's Crossbow Training,/wii/943270-links-crossbow-training,wii,1,0,0,68,68,,,68,,,1
943273,Ninja Gaiden II,/xbox360/943273-ninja-gaiden-ii,xbox360,0,0,1,81,81,,,,83,81,1
943279,Rez HD,/xbox360/943279-rez-hd,xbox360,0,0,1,89,89,,,,,89,1
943280,Exit,/xbox360/943280-exit,xbox360,0,0,1,75,75,,,,,75,1
943281,Triggerheart Exelica,/xbox360/943281-triggerheart-exelica,xbox360,0,0,1,63,63,,,,,63,1
943282,Ikaruga,/xbox360/943282-ikaruga,xbox360,0,0,1,87,87,,,,,87,1
943283,Omega Five,/xbox360/943283-omega-five,xbox360,0,0,1,72,72,,,,,72,1
943284,Braid,/xbox360/943284-braid,xbox360,0,1,1,93,93,93,,,93,93,1
943298,World Series of Poker 2008: Battle for the Bracelets,/xbox360/943298-world-series-of-poker-2008-battle-for-the-bracelets,xbox360,0,1,1,74,74,75,,,75,74,1
943309,Hot Wheels: Beat That!,/xbox360/943309-hot-wheels-beat-that,xbox360,1,0,1,,,,,,,43,1
943325,Eternal Sonata,/ps3/943325-eternal-sonata,ps3,0,1,0,80,79,80,,,80,79,1
943339,Dead Space,/ps3/943339-dead-space,ps3,0,1,0,,,,,,88,89,1
943340,flower,/ps3/943340-flower,ps3,0,1,0,87,87,,,,87,,1
943354,MotorStorm: Pacific Rift,/ps3/943354-motorstorm-pacific-rift,ps3,0,1,0,,,,,,82,,1
943385,Little King's Story,/wii/943385-little-kings-story,wii,1,0,0,87,87,,,87,,,1
943397,Deadly Premonition,/xbox360/943397-deadly-premonition,xbox360,0,1,1,68,68,,,,70,68,1
943401,Metal Slug 3,/xbox360/943401-metal-slug-3,xbox360,0,1,1,78,78,,,,,78,1
943402,Samurai Shodown II,/xbox360/943402-samurai-shodown-ii,xbox360,0,0,1,72,72,,,,,72,1
943413,Monster Jam,/xbox360/943413-monster-jam,xbox360,1,0,1,43,43,45,,,,43,1
943417,Tom Clancy's HAWX,/xbox360/943417-tom-clancys-hawx,xbox360,0,1,1,73,73,74,,,74,73,1
943427,Samba de Amigo,/wii/943427-samba-de-amigo,wii,1,0,0,68,68,,,68,,,1
943428,Balloon Pop,/wii/943428-balloon-pop,wii,1,0,0,51,51,,,51,,,1
943440,Onechanbara: Bikini Zombie Slayers,/wii/943440-onechanbara-bikini-zombie-slayers,wii,1,0,0,55,55,,,55,,,1
943494,Tomb Raider: Underworld,/xbox360/943494-tomb-raider-underworld,xbox360,1,1,1,76,76,75,70,70,75,76,1
943495,Hitman: Absolution,/xbox360/943495-hitman-absolution,xbox360,0,1,1,79,79,83,,,83,79,1
943500,Just Cause 2,/xbox360/943500-just-cause-2,xbox360,0,1,1,81,81,83,,,83,81,1
943502,Battlestations: Pacific,/xbox360/943502-battlestations-pacific,xbox360,0,0,1,,,,,,,76,1
943565,Blitz: The League II,/xbox360/943565-blitz-the-league-ii,xbox360,0,1,1,68,62,68,,,62,68,1
943566,Mortal Kombat vs. DC Universe,/ps3/943566-mortal-kombat-vs-dc-universe,ps3,0,1,0,76,76,72,,,76,72,1
943627,Yaris,/xbox360/943627-yaris,xbox360,0,0,1,17,17,,,,,17,1
943652,Sega Bass Fishing,/wii/943652-sega-bass-fishing,wii,1,0,0,59,,59,57,59,,,1
943655,Monster Hunter Tri,/wii/943655-monster-hunter-tri,wii,1,1,0,84,84,,,84,,,1
943657,Final Fantasy Crystal Chronicles: My Life as a King,/wii/943657-final-fantasy-crystal-chronicles-my-life-as-a-king,wii,1,0,0,80,80,,,80,,,1
943658,My Pokemon Ranch,/wii/943658-my-pokemon-ranch,wii,1,0,0,47,47,,,47,,,1
943660,Dr. Mario Online RX,/wii/943660-dr-mario-online-rx,wii,1,0,0,72,72,,,72,,,1
943662,Boogie Bunnies,/xbox360/943662-boogie-bunnies,xbox360,0,0,1,54,54,,,,,54,1
943663,Aces of the Galaxy,/xbox360/943663-aces-of-the-galaxy,xbox360,0,0,1,71,71,,,,,71,1
943666,Star Soldier R,/wii/943666-star-soldier-r,wii,1,0,0,64,64,,,64,,,1
943672,Brutal Legend,/xbox360/943672-brutal-legend,xbox360,0,1,1,82,82,83,,,83,82,1
943679,Bionic Commando,/ps3/943679-bionic-commando,ps3,0,1,0,71,71,70,,,71,70,1
943707,Pop,/wii/943707-pop,wii,1,0,0,64,64,,,64,,,1
943712,Street Fighter IV,/xbox360/943712-street-fighter-iv,xbox360,0,1,1,93,93,94,,,94,93,1
943720,Sega Superstars Tennis,/xbox360/943720-sega-superstars-tennis,xbox360,1,1,1,67,67,67,71,71,67,67,1
943724,Wolf of the Battlefield: Commando 3,/xbox360/943724-wolf-of-the-battlefield-commando-3,xbox360,0,1,1,66,66,66,,,66,66,1
943726,Dark Void,/xbox360/943726-dark-void,xbox360,0,1,1,59,59,59,,,59,59,1
943729,Lost Planet: Extreme Condition,/ps3/943729-lost-planet-extreme-condition,ps3,0,1,0,67,67,79,,,67,79,1
943732,Okami,/wii/943732-okami,wii,1,0,0,90,90,,,90,90,,1
943743,FIFA Street 3,/xbox360/943743-fifa-street-3,xbox360,0,1,1,,,,,,63,63,1
943748,We Ski,/wii/943748-we-ski,wii,1,0,0,67,67,,,67,,,1
943780,SpongeBob SquarePants: Underpants Slam!,/xbox360/943780-spongebob-squarepants-underpants-slam,xbox360,0,0,1,55,55,,,,,55,1
943781,Screwjumper!,/xbox360/943781-screwjumper,xbox360,0,0,1,40,40,,,,,40,1
943782,Elements of Destruction,/xbox360/943782-elements-of-destruction,xbox360,0,0,1,65,65,,,,,65,1
943783,Rocket Riot,/xbox360/943783-rocket-riot,xbox360,0,0,1,80,80,,,,,80,1
943805,Hell's Kitchen,/wii/943805-hells-kitchen,wii,1,1,0,57,57,,,57,,,1
943806,Spore Hero,/wii/943806-spore-hero,wii,1,0,0,61,61,,,61,,,1
943855,N+,/xbox360/943855-n,xbox360,0,0,1,83,83,,,,,83,1
943856,Shrek-N-Roll,/xbox360/943856-shrek-n-roll,xbox360,0,0,1,49,49,,,,,49,1
943896,Pro Bull Riders: Out of the Chute,/wii/943896-pro-bull-riders-out-of-the-chute,wii,1,0,0,34,34,,,34,,,1
943927,Winter Sports: The Ultimate Challenge,/wii/943927-winter-sports-the-ultimate-challenge,wii,1,0,0,52,52,,,52,,,1
943928,God of War III,/ps3/943928-god-of-war-iii,ps3,0,1,0,92,92,,,,92,,1
943951,LEGO Batman: The Videogame,/ps3/943951-lego-batman-the-videogame,ps3,1,1,0,75,75,74,76,74,75,76,1
943966,Supreme Commander,/xbox360/943966-supreme-commander,xbox360,0,0,1,56,56,,,,,56,1
943989,Dream Pinball 3D,/wii/943989-dream-pinball-3d,wii,1,0,0,54,54,,,54,,,1
943992,Jumper: Griffin's Story,/xbox360/943992-jumper-griffins-story,xbox360,1,0,1,29,29,28,,28,,29,1
944011,Ghostbusters: The Video Game,/xbox360/944011-ghostbusters-the-video-game,xbox360,1,1,1,79,79,76,78,76,78,79,1
944026,Blood Bowl,/xbox360/944026-blood-bowl,xbox360,0,0,1,61,61,,,,,61,1
944032,Terminator Salvation,/ps3/944032-terminator-salvation,ps3,0,1,0,43,43,48,,,43,48,1
944054,Ninja Reflex,/wii/944054-ninja-reflex,wii,1,0,0,49,49,,,49,,,1
944059,Fragile Dreams: Farewell Ruins of the Moon,/wii/944059-fragile-dreams-farewell-ruins-of-the-moon,wii,1,0,0,67,67,,,67,,,1
944073,Tom Clancy's Rainbow Six Vegas 2,/xbox360/944073-tom-clancys-rainbow-six-vegas-2,xbox360,0,1,1,82,82,81,,,81,82,1
944089,Deus Ex: Human Revolution,/xbox360/944089-deus-ex-human-revolution,xbox360,0,1,1,,,,,,89,89,1
944114,Shred Nebula,/xbox360/944114-shred-nebula,xbox360,0,0,1,66,66,,,,,66,1
944146,NBA Ballers: Chosen One,/xbox360/944146-nba-ballers-chosen-one,xbox360,0,1,1,55,55,54,,,54,55,1
944155,Planet 51,/wii/944155-planet-51,wii,1,1,0,53,53,53,50,53,50,53,1
944160,GripShift,/xbox360/944160-gripshift,xbox360,0,1,1,72,67,72,,,67,72,1
944164,Chessmaster LIVE,/xbox360/944164-chessmaster-live,xbox360,0,0,1,76,76,,,,,76,1
944198,Call of Duty: World at War,/ps3/944198-call-of-duty-world-at-war,ps3,1,1,0,85,84,85,,83,85,84,1
944203,Guitar Hero World Tour,/wii/944203-guitar-hero-world-tour,wii,1,1,0,86,85,86,84,86,84,85,1
944234,PixelJunk Monsters,/ps3/944234-pixeljunk-monsters,ps3,0,1,0,83,83,,,,83,,1
944243,Major League Baseball 2K8,/wii/944243-major-league-baseball-2k8,wii,1,1,0,63,63,67,70,63,67,70,1
944252,Don King Boxing,/wii/944252-don-king-boxing,wii,1,0,0,55,55,,,55,,,1
944262,Armored Core: For Answer,/xbox360/944262-armored-core-for-answer,xbox360,0,1,1,64,64,62,,,62,64,1
944280,Wonder World Amusement Park,/wii/944280-wonder-world-amusement-park,wii,1,0,0,37,37,,,37,,,1
944281,MLB 08: The Show,/ps3/944281-mlb-08-the-show,ps3,0,1,0,85,85,,,,85,,1
944296,Wild Earth: African Safari,/wii/944296-wild-earth-african-safari,wii,1,0,0,60,60,,,60,,,1
944315,Dragon Ball Z: Burst Limit,/ps3/944315-dragon-ball-z-burst-limit,ps3,0,1,0,71,71,72,,,71,72,1
944341,Heroes Over Europe,/ps3/944341-heroes-over-europe,ps3,0,1,0,62,62,62,,,62,62,1
944359,Crash Time: Autobahn Pursuit,/xbox360/944359-crash-time-autobahn-pursuit,xbox360,0,0,1,44,44,,,,,44,1
944401,Far Cry 2,/ps3/944401-far-cry-2,ps3,0,1,0,85,85,85,,,85,85,1
944412,WALL-E,/xbox360/944412-wall-e,xbox360,1,1,1,50,50,51,51,51,51,50,1
944425,Our House: Party!,/wii/944425-our-house-party,wii,1,0,0,43,43,,,43,,,1
944440,Karaoke Revolution Presents: American Idol Encore,/ps3/944440-karaoke-revolution-presents-american-idol-encore,ps3,1,1,0,62,62,66,70,66,62,70,1
944446,Target: Terror,/wii/944446-target-terror,wii,1,0,0,33,33,,,33,,,1
944469,Lode Runner,/xbox360/944469-lode-runner,xbox360,0,0,1,76,76,,,,,76,1
